Protein	Term
Q99712	GO:0005887
Q99712	GO:0005886
Q6NVY1	GO:0005759
P23528	GO:0005925
P23528	GO:0030027
P23528	GO:0070062
Q9UJS0	GO:0005887
Q9UJS0	GO:0005743
Q9UJS0	GO:0005739
B7U540	GO:0005886
Q5T8D3	GO:0005777
Q9H1C7	GO:0070062
Q9H1C7	GO:0005886
Q8N8R3	GO:0005743
Q8N8R3	GO:0005739
P37802	GO:0070062
P78333	GO:0005886
O14832	GO:0005782
O14832	GO:0005777
Q7L7L0	GO:0070062
Q7L7L0	GO:0000786
Q86YQ8	GO:0070062
Q86YQ8	GO:0005886
P35626	GO:0005886
Q5QNW6	GO:0070062
P31644	GO:0005887
P31644	GO:0005886
Q7RTX7	GO:0005886
P51575	GO:0005887
P51575	GO:0035579
P51575	GO:0005886
Q5T9L3	GO:0005794
Q5T9L3	GO:0005802
Q5T9L3	GO:0005783
Q5T9L3	GO:0000139
Q5T9L3	GO:0031901
Q5T9L3	GO:0070062
Q5T9L3	GO:0005769
Q8TDN1	GO:0008076
Q02750	GO:0005925
Q02750	GO:0005794
Q02750	GO:0005783
Q02750	GO:0005886
Q02750	GO:0005739
P30281	GO:0000307
Q6PK04	GO:0005730
Q6PK04	GO:0005694
Q15599	GO:0005925
Q15599	GO:0070062
Q15599	GO:0016324
P46199	GO:0005739
P36578	GO:0005925
P36578	GO:0005730
P36578	GO:0022626
P36578	GO:0022625
P36578	GO:0070062
Q9UKD2	GO:0005730
O14561	GO:0005747
O14561	GO:0005743
O14561	GO:0005739
Q00536	GO:0000307
Q00536	GO:0015630
Q00536	GO:0008021
Q00536	GO:0005886
Q00536	GO:0031234
Q969Q6	GO:0005794
Q969Q6	GO:0005813
Q9Y3M2	GO:0005802
Q6TCH7	GO:0000139
Q5VWJ9	GO:0005769
Q9UL26	GO:0070062
Q9UL26	GO:0005769
Q9UL26	GO:0005886
Q8N2A8	GO:0005741
Q8N2A8	GO:0005739
Q9BU23	GO:0005789
P55854	GO:0000776
P55854	GO:0016605
P13945	GO:0005887
P13945	GO:0005886
P0CG12	GO:0070062
Q8IZM9	GO:0005887
Q9Y2Z4	GO:0005759
Q9Y2Z4	GO:0005739
O15226	GO:0005730
Q9NX76	GO:0035577
Q9NX76	GO:0035579
Q9NX76	GO:0031901
Q9NX76	GO:0005886
Q9UBU3	GO:0030424
Q8WXH2	GO:0005886
P31271	GO:0005694
Q8NDF8	GO:0005730
Q8NDF8	GO:0005886
Q9UHP7	GO:0005783
Q9UHP7	GO:0005887
Q9UHP7	GO:0005886
P62244	GO:0070062
P62244	GO:0022627
P62244	GO:0022626
Q8TBR7	GO:0005783
Q8TBR7	GO:0005886
Q9Y3A2	GO:0005730
P13284	GO:0043202
P13284	GO:0005764
Q8WWX8	GO:0005886
P28161	GO:0070062
Q8N4T8	GO:0005759
Q9UJA2	GO:0005743
Q9UQ53	GO:0005783
Q9UQ53	GO:0005793
Q9UQ53	GO:0000139
Q9H6R3	GO:0005759
Q9H6R3	GO:0005739
Q14088	GO:0005794
Q14088	GO:0000139
Q9UHD8	GO:0015630
Q9UHD8	GO:0015629
Q96EH5	GO:0022625
P04049	GO:0005794
P04049	GO:0005741
P04049	GO:0005739
P04049	GO:0005886
P01213	GO:0043025
P01213	GO:0030425
P01213	GO:0005886
Q07812	GO:0005635
Q07812	GO:0005741
Q07812	GO:0070062
Q07812	GO:0005739
P19793	GO:0090575
Q13217	GO:0005783
Q13217	GO:0070062
Q13217	GO:0035578
Q9Y4P8	GO:0005776
B2CW77	GO:0005730
Q8TBF2	GO:0070062
P13498	GO:0035579
P13498	GO:0070821
P13498	GO:0005886
A4QMS7	GO:0036064
Q6UQ28	GO:0009897
Q6UQ28	GO:0016324
Q6UQ28	GO:0005886
P68366	GO:0015630
P68366	GO:0070062
Q7L8A9	GO:0005783
Q8IYX4	GO:0005739
Q9UN19	GO:0005886
Q9Y5K3	GO:0005783
Q9Y5K3	GO:0005789
P49675	GO:0005758
Q9H2B4	GO:0005887
Q9H2B4	GO:0005886
P55199	GO:0016607
Q8TF08	GO:0005739
P61073	GO:0009897
P61073	GO:0070062
P61073	GO:0005769
P61073	GO:0005764
P61073	GO:0005886
Q9BWH2	GO:0005739
Q13404	GO:0070062
O43633	GO:0005635
O43633	GO:0000776
O43633	GO:0005643
O43633	GO:0070062
O43633	GO:0005886
P00505	GO:0005759
P00505	GO:0070062
P00505	GO:0005739
P00505	GO:0005886
Q04759	GO:0005886
Q9C0E8	GO:0030176
Q9C0E8	GO:0005789
Q96T55	GO:0005887
Q96T55	GO:0005886
Q53HC9	GO:0005802
Q969K4	GO:0005730
Q969K4	GO:0005886
P41221	GO:0062023
P41221	GO:0070062
P41221	GO:0005886
P41221	GO:0005796
Q9NWB1	GO:0005802
Q9NWB1	GO:0010494
Q9BW71	GO:0005730
Q8IYW5	GO:0035861
Q9P013	GO:0016607
Q9P013	GO:0005739
P43268	GO:0005730
P43268	GO:0005694
Q9H7Z7	GO:0035578
Q9H7Z7	GO:0000139
Q9H7Z7	GO:0005739
Q8WVH0	GO:0031201
P14678	GO:0071013
P14678	GO:0071005
Q9UQ49	GO:0055038
Q9UQ49	GO:0031901
Q16533	GO:0005730
Q9Y6M4	GO:0005886
Q9BT04	GO:0070062
Q8WU17	GO:0005783
Q8WU17	GO:0005789
Q8N350	GO:0005886
Q969N2	GO:0030176
Q969N2	GO:0005789
Q9Y277	GO:0070062
Q9Y277	GO:0005741
Q9Y277	GO:0005739
Q8N2F6	GO:0005783
Q8N183	GO:0005743
Q8N183	GO:0005739
O95847	GO:0005743
O95847	GO:0005739
Q96BA8	GO:0005783
Q9BZD2	GO:0005794
Q9BZD2	GO:0005886
Q8IU89	GO:0005783
Q8IU89	GO:0005789
Q96D15	GO:0005783
Q5JST6	GO:0072686
Q5T4F4	GO:0005783
Q5T4F4	GO:0030176
P10176	GO:0005743
P10176	GO:0005739
P58743	GO:0005887
O75312	GO:0030424
O75312	GO:0005730
Q99795	GO:0070062
Q13630	GO:0070062
P53990	GO:0035578
P53990	GO:0005793
P53990	GO:0070062
P53990	GO:0005813
Q9UNU6	GO:0005789
Q92841	GO:0016607
P0C866	GO:0005802
Q96GR4	GO:0005783
Q96GR4	GO:0005794
O95361	GO:0016605
Q9BT78	GO:0016607
Q9BT78	GO:0008021
Q13362	GO:0005794
Q6DD88	GO:0005783
Q13258	GO:0005886
P43356	GO:0016605
P25705	GO:0070062
P25705	GO:0005886
P25705	GO:0005759
P25705	GO:0005743
P25705	GO:0005739
Q68DV7	GO:0005887
Q68DV7	GO:0005886
Q6P6C2	GO:0005794
Q6P6C2	GO:0016607
Q9NVP1	GO:0005730
Q9NVP1	GO:0005694
A0AVF1	GO:0036064
O14788	GO:0005887
O14788	GO:0005886
Q01658	GO:0072686
Q01658	GO:0090575
Q96P65	GO:0005887
Q96P65	GO:0005886
Q9HB63	GO:0005886
Q8N7W2	GO:0070062
P24311	GO:0005743
O95476	GO:0005811
O95476	GO:0005789
O95476	GO:0005635
O95476	GO:0031965
Q96BP3	GO:0071013
Q86WG3	GO:0005739
Q8IXM6	GO:0005635
Q8IXM6	GO:0031965
P01732	GO:0009897
P01732	GO:0005887
P01732	GO:0005886
Q18PE1	GO:0005739
P57087	GO:0005887
P57087	GO:0005886
Q9NZL3	GO:0031965
Q9NZL3	GO:0017053
P48549	GO:0008076
P48549	GO:0005886
Q9Y3N9	GO:0005886
Q16630	GO:0016607
Q9H078	GO:0005758
Q96ST8	GO:0005813
Q96ST8	GO:0005814
Q96ST8	GO:0005886
Q6NUM9	GO:0005789
Q07699	GO:0005887
Q07699	GO:0005886
Q5TGU0	GO:0005783
Q5TGU0	GO:0005886
Q9BYN8	GO:0005743
Q9BYN8	GO:0005739
Q96S55	GO:0000781
P57727	GO:0005783
P57727	GO:0005789
Q9Y297	GO:0019005
Q13330	GO:0005635
Q8IU68	GO:0005783
Q8IU68	GO:0005794
Q8IU68	GO:0070062
Q8IU68	GO:0031965
Q6UW78	GO:0031305
Q6UW78	GO:0005739
P60484	GO:0016324
P60484	GO:0005886
Q06265	GO:0005730
Q06265	GO:0070062
Q86SQ6	GO:0098978
Q86SQ6	GO:0014069
Q86SQ6	GO:0005886
Q9NYV8	GO:0005886
Q02094	GO:0005887
Q02094	GO:0005886
P62841	GO:0005925
P62841	GO:0022626
Q8N895	GO:0005886
Q2TAY7	GO:0071005
Q13686	GO:0005783
Q13686	GO:0005739
P30679	GO:0005886
Q99726	GO:0008021
Q99726	GO:0005886
P0CK96	GO:0005794
P49682	GO:0009897
P49682	GO:0005887
P49682	GO:0005886
P00739	GO:0070062
Q8TDN2	GO:0008076
Q8TDN2	GO:0005886
Q8N1C3	GO:0005887
Q8N1C3	GO:0005886
Q9BZ67	GO:0005886
P80365	GO:0005811
P80365	GO:0005789
Q5M7Z0	GO:0005783
Q86YN1	GO:0030176
O00453	GO:0005794
O00453	GO:0005886
Q9H1K4	GO:0005743
O95484	GO:0005886
Q5GH72	GO:0005886
Q7Z7G2	GO:0031201
A0A075B7F0	GO:0009897
A0A075B7F0	GO:0042571
Q7Z7H5	GO:0005783
Q7Z7H5	GO:0005794
Q7Z7H5	GO:0005793
Q8TAA5	GO:0005743
Q8IZ16	GO:0001669
Q8TDS5	GO:0005886
P24530	GO:0005887
P24530	GO:0005886
Q8N2K1	GO:0005783
Q8N2K1	GO:0005789
Q9GZX5	GO:0017053
Q99848	GO:0005730
P52799	GO:0005925
P52799	GO:0005887
P52799	GO:0005886
Q8NCK7	GO:0005789
Q8NCK7	GO:0005887
Q8NCK7	GO:0005886
Q96N66	GO:0005789
Q8IVI9	GO:0098978
Q8IVI9	GO:0005886
O95976	GO:0005887
Q08ET2	GO:0005886
Q10713	GO:0005743
Q10713	GO:0005739
Q9Y2M5	GO:0005794
Q9Y2M5	GO:0005802
Q9Y2M5	GO:0015629
Q9Y2M5	GO:0016605
Q96PK6	GO:0016607
Q02978	GO:0005887
Q02978	GO:0005743
Q02978	GO:0005739
Q96N21	GO:0032588
Q96N21	GO:0016607
Q14525	GO:0070062
Q9NRK6	GO:0005739
Q9Y6H1	GO:0005758
A8MUP6	GO:0005886
Q99832	GO:0070062
Q9BXI2	GO:0005743
Q9BXI2	GO:0005739
Q8N5G2	GO:0031965
Q5JT25	GO:0005794
Q5JT25	GO:0000139
Q5JT25	GO:0005886
P60201	GO:0005886
Q05084	GO:0005794
Q05084	GO:0000139
Q9UHJ9	GO:0005789
Q14244	GO:0015630
Q8IWL2	GO:0005789
Q8WZA1	GO:0030173
Q8WZA1	GO:0000139
Q8N0Z8	GO:0005739
O60783	GO:0005763
O60783	GO:0031965
O60783	GO:0005739
O75971	GO:0005730
Q13363	GO:0017053
Q8N9B8	GO:0005886
Q9BUF7	GO:0070062
Q9BUF7	GO:0016324
Q9BUF7	GO:0005886
Q9NS73	GO:0005730
Q9NS73	GO:0072686
P13765	GO:0005764
Q9BSL1	GO:0005794
Q9BSL1	GO:0070062
Q9BSL1	GO:0005886
O15172	GO:0005635
Q9NST1	GO:0005811
P15538	GO:0005743
P15538	GO:0005739
Q16181	GO:0001725
Q16181	GO:0015630
Q16181	GO:0070062
P35232	GO:0005887
P35232	GO:0005769
P35232	GO:0070062
P35232	GO:0005886
P35232	GO:0005739
Q7L3T8	GO:0005739
O00311	GO:0072686
P30086	GO:0070062
Q7Z4W1	GO:0005881
Q7Z4W1	GO:0070062
Q7Z4W1	GO:0005886
Q12981	GO:0005635
Q12981	GO:0031201
Q12981	GO:0005789
P19338	GO:0005730
P19338	GO:0070062
Q8TCZ2	GO:0005925
Q6UY09	GO:0005886
O43488	GO:0070062
P0DMS9	GO:0005887
P0DMS9	GO:0005886
Q12837	GO:0016607
Q9GZQ8	GO:0005739
Q9GZQ8	GO:0005776
Q96RQ9	GO:0001669
Q9BX97	GO:0070062
Q9BX97	GO:0005901
P51959	GO:0000307
Q9Y6W6	GO:0005794
P83436	GO:0005730
P83436	GO:0000139
P83436	GO:0032588
P41273	GO:0005886
Q9Y3B3	GO:0005793
Q9Y3B3	GO:0000139
P08887	GO:0016324
P08887	GO:0005886
Q9H201	GO:0070062
Q9H201	GO:0005886
Q6QNY1	GO:0005739
Q99424	GO:0005782
Q99424	GO:0005777
Q9HBH1	GO:0005739
P07476	GO:0070062
P07476	GO:0005813
Q9P0J1	GO:0005739
O43236	GO:0005741
O43236	GO:0015630
O43236	GO:0008021
O43236	GO:0005739
Q8TEL6	GO:0005886
Q6UXV4	GO:0005743
Q6UXV4	GO:0005739
Q9Y237	GO:0005730
Q9Y237	GO:0005694
P0DOY3	GO:0009897
P0DOY3	GO:0070062
P0DOY3	GO:0042571
P0DOY3	GO:0005886
Q9Y4C5	GO:0005794
Q9Y4C5	GO:0005802
Q9Y4C5	GO:0000139
O43822	GO:0036064
O43822	GO:0005886
Q9UK45	GO:0071013
Q9UK45	GO:0071005
Q70Z44	GO:0005887
Q70Z44	GO:0005886
Q9NR77	GO:0005739
Q96R54	GO:0005886
P00742	GO:0005886
Q8NGS6	GO:0005886
Q15831	GO:0070062
Q15831	GO:0005739
Q96J01	GO:0000781
Q5BJD5	GO:0005789
P50995	GO:0070062
P50995	GO:0005635
P50995	GO:0062023
O43324	GO:0005730
P14672	GO:0009897
P14672	GO:0005887
P14672	GO:0005802
P14672	GO:0005886
O00231	GO:0000502
O15105	GO:0005912
O15105	GO:0005813
O15105	GO:0005886
Q7Z5B4	GO:0043025
Q6XR72	GO:0055037
Q6XR72	GO:0005769
Q6XR72	GO:0005886
P23975	GO:0005887
Q05932	GO:0005759
Q05932	GO:0005739
P41440	GO:0005886
Q96I36	GO:0005739
Q16134	GO:0005759
Q16134	GO:0031305
Q9NYH9	GO:0005730
Q9NYH9	GO:0005694
O75602	GO:0015630
O75602	GO:0001669
P37840	GO:0015629
P37840	GO:0030424
P37840	GO:0005764
P37840	GO:0043025
P37840	GO:0005739
P51636	GO:0005925
P51636	GO:0005887
P51636	GO:0005901
P51636	GO:0005886
Q5NE16	GO:0005764
O00187	GO:0070062
Q9H082	GO:0005794
Q9H082	GO:0000139
Q9H082	GO:0005796
Q9NZI8	GO:0010494
Q9NZI8	GO:0000932
Q16527	GO:0005925
O43174	GO:0005789
O43676	GO:0005747
O43676	GO:0005743
Q9GZU1	GO:0005794
Q9GZU1	GO:0005887
Q9GZU1	GO:0005886
Q9Y2D1	GO:0090575
A4FU01	GO:0070062
O75711	GO:0005794
Q9Y679	GO:0005811
Q9Y679	GO:0030176
Q9Y679	GO:0005783
Q9Y679	GO:0070062
Q9Y679	GO:0005776
Q6P2H8	GO:0031965
O75496	GO:0017053
P55735	GO:0005635
P55735	GO:0000776
P55735	GO:0012507
P55735	GO:0005643
P55735	GO:0005789
P55735	GO:0070062
Q9Y2Z0	GO:0000776
P31749	GO:0030027
P31749	GO:0031234
Q9UQ80	GO:0035578
Q9UQ80	GO:0005730
Q9UQ80	GO:0070062
P34897	GO:0042645
P34897	GO:0015630
P34897	GO:0070062
P34897	GO:0005759
P34897	GO:0005743
P34897	GO:0005739
Q13304	GO:0005887
Q13304	GO:0005886
O75865	GO:0005802
O75865	GO:0005801
Q5VU57	GO:0005794
P25116	GO:0005887
P25116	GO:0005901
P25116	GO:0005886
Q9UMX0	GO:0005776
O14669	GO:0005887
O14669	GO:0005886
Q99436	GO:1904813
Q99436	GO:0000502
Q9Y6U7	GO:0005802
Q6L8Q7	GO:0005759
Q6L8Q7	GO:0005739
P41439	GO:1904724
P41439	GO:0035580
Q15007	GO:0031965
Q15007	GO:0016607
Q8IZE3	GO:0005794
Q8IZE3	GO:0030027
P23435	GO:0098978
P23435	GO:0062023
Q15113	GO:0070062
Q15113	GO:0062023
Q9HCM4	GO:0005886
Q15560	GO:0005813
Q969M3	GO:0005783
Q969M3	GO:0005794
Q969M3	GO:0005802
Q495M9	GO:0016607
Q8N6M9	GO:0005783
O75751	GO:0005887
O75751	GO:0005886
P62308	GO:0071013
O60431	GO:0005886
Q8NDB6	GO:0005635
Q96GN5	GO:0005730
A6NED2	GO:0005886
Q9UNK0	GO:0005802
Q9UNK0	GO:0005783
Q9UNK0	GO:0055037
Q9UNK0	GO:0005887
Q9UNK0	GO:0031201
Q9UNK0	GO:0005769
P06576	GO:0042645
P06576	GO:0070062
P06576	GO:0005886
P06576	GO:0005759
P06576	GO:0005743
P06576	GO:0005739
O43653	GO:0070062
O43653	GO:0005886
P18054	GO:0070062
P78310	GO:0005887
P78310	GO:0005886
P78310	GO:0005912
P78310	GO:0016323
O00300	GO:0005886
Q99728	GO:0016607
P24046	GO:0005887
P24046	GO:0005886
Q99684	GO:0017053
Q9Y6C9	GO:0005739
Q8N7J2	GO:0005886
Q96IL0	GO:0005739
Q8WVD3	GO:0035861
O43826	GO:0030176
O43826	GO:0005783
O75390	GO:0070062
O75390	GO:0005759
O75390	GO:0005739
A0A1B0GX68	GO:0005886
P05089	GO:0035578
Q96S94	GO:0000307
O95857	GO:0005887
Q7Z6B0	GO:0005794
Q7Z6B0	GO:0005802
Q14410	GO:0070062
Q15428	GO:0071005
Q13103	GO:0062023
Q8TCX1	GO:0036064
Q8TCX1	GO:0005813
Q9Y2U2	GO:0005887
Q9Y2U2	GO:0005886
Q9Y251	GO:0035580
Q9Y251	GO:0043202
Q9Y251	GO:0005764
A0A1B0GW35	GO:0005886
P04424	GO:0070062
Q92947	GO:0005759
Q92947	GO:0005739
Q8NHG7	GO:0070062
Q8NHG7	GO:0070821
Q8NHG7	GO:0005886
Q9NR21	GO:0005635
O15350	GO:0005794
Q03252	GO:0005635
Q03252	GO:0031965
Q5VY09	GO:0005730
Q96BI1	GO:0005635
Q96BI1	GO:0016324
Q96BI1	GO:0005886
Q8NE79	GO:0005886
Q86VW0	GO:0045111
P55285	GO:0005912
P55285	GO:0005886
Q8NAC3	GO:0005886
Q96C36	GO:0005759
Q96C36	GO:0005739
O15525	GO:0090575
O75208	GO:0005743
O75208	GO:0005739
O43395	GO:0071005
O43395	GO:0016607
Q6UWI2	GO:0005794
Q6UWI2	GO:0005769
Q6UWI2	GO:0005886
Q96A35	GO:0005743
Q9NRS6	GO:0005730
Q9NRS6	GO:0005769
Q9NRS6	GO:0005886
O94905	GO:0005783
O94905	GO:0005789
O94905	GO:0005886
A6NH57	GO:0005802
A0A0G2JNH3	GO:0005887
O00764	GO:0070062
O00764	GO:0035580
P48551	GO:0005887
P48551	GO:0005886
Q9Y2R5	GO:0005763
Q5TGZ0	GO:0005743
Q5TGZ0	GO:0005739
Q9H172	GO:0005886
P62857	GO:0070062
P62857	GO:0022627
Q8N4H5	GO:0005741
Q8N4H5	GO:0005739
P62987	GO:0005741
P62987	GO:0005783
P62987	GO:0022627
P62987	GO:0022626
P62987	GO:0022625
P62987	GO:0070062
P62987	GO:0005886
P42081	GO:0009897
P42081	GO:0070062
P42081	GO:0005886
Q9H342	GO:0005886
O95202	GO:0005743
O95202	GO:0005739
Q96HB5	GO:0005814
Q99653	GO:0005925
Q99653	GO:0070062
Q9BSJ5	GO:0070062
Q6NXT6	GO:0030176
Q6NXT6	GO:0036064
Q6NXT6	GO:0005813
P54802	GO:0070062
P54802	GO:0043202
P54802	GO:0005764
Q8TCT0	GO:0005886
Q9UHF3	GO:0033116
Q9UHF3	GO:0005789
Q9UHF3	GO:0005793
Q13033	GO:0005794
Q13033	GO:0030425
Q13033	GO:0005886
O14773	GO:0005794
O14773	GO:0043202
O14773	GO:0055037
O14773	GO:0070062
P83731	GO:0005783
P83731	GO:0070062
P83731	GO:0022626
P52209	GO:0070062
P02649	GO:0005794
P02649	GO:0062023
P02649	GO:0098978
P02649	GO:0005769
P02649	GO:0070062
P02649	GO:0005886
P02649	GO:0043025
P28799	GO:0005794
P28799	GO:0005783
P28799	GO:0035578
P28799	GO:0070062
P28799	GO:0005764
P28799	GO:0005886
O95841	GO:0070062
P06753	GO:0001725
P06753	GO:0005884
P06753	GO:0070062
O75494	GO:0016607
Q7Z2H8	GO:0005783
Q7Z2H8	GO:0005886
P27169	GO:0070062
Q8NHA8	GO:0005886
B9EJG8	GO:0005887
Q5T0L3	GO:0031965
Q9C005	GO:0005794
Q9C005	GO:0005802
P26441	GO:0030424
O94868	GO:0055037
O94868	GO:0005886
Q49SQ1	GO:0005886
Q9BPX6	GO:0005758
Q9BPX6	GO:0005743
Q9BPX6	GO:0005739
Q9UL45	GO:0031201
O95070	GO:0005789
O95070	GO:0030173
O95070	GO:0005793
P48556	GO:0000502
P53667	GO:0016607
Q9H295	GO:0030176
P40394	GO:0005886
P13727	GO:0070062
P13727	GO:0062023
Q9Y2Q5	GO:0070821
Q9Y2Q5	GO:0035579
Q9Y2Q5	GO:0005886
Q7Z4J2	GO:0005794
Q15036	GO:0005769
P40967	GO:0005794
P40967	GO:0005783
P40967	GO:0005887
P40967	GO:0005789
P40967	GO:0070062
P40967	GO:0005886
Q9NUQ6	GO:0005730
Q8TBE7	GO:0005794
Q8TBE7	GO:0005887
Q8TBE7	GO:0005886
P08173	GO:0005887
P08173	GO:0030425
P08173	GO:0005886
O77932	GO:0005886
U3KPV4	GO:0005794
Q6P1L8	GO:0005743
Q6P1L8	GO:0005739
Q8WW52	GO:0070062
P59998	GO:0070062
Q8N5H3	GO:0030027
P51858	GO:0062023
Q7L523	GO:0005764
P08697	GO:0070062
P08697	GO:0031093
P08697	GO:0062023
O60220	GO:0005758
O60220	GO:0005739
Q9NYM9	GO:0005794
Q9NYM9	GO:0000139
Q9NYM9	GO:0031201
O95967	GO:0070062
O95967	GO:0062023
Q92185	GO:0000139
P15514	GO:0033116
P15514	GO:0005789
P15514	GO:0012507
P63104	GO:0098978
P63104	GO:0070062
P22894	GO:1904724
P22894	GO:0035580
P22894	GO:0062023
Q04941	GO:0005783
Q04941	GO:0005789
Q04941	GO:0005886
P55001	GO:0062023
P35240	GO:0005730
P35240	GO:0005912
Q13214	GO:0005887
Q13214	GO:0062023
A0A0J9YX35	GO:0009897
A0A0J9YX35	GO:0042571
P04196	GO:0070062
P04196	GO:0031093
P04196	GO:0005886
Q9UIB8	GO:0009897
Q9UIB8	GO:0005887
Q9UIB8	GO:0005886
P01210	GO:0043025
P01210	GO:0030425
P01210	GO:0005886
P18615	GO:0005886
Q8N357	GO:0070062
Q8N357	GO:0005739
Q08188	GO:0070062
Q8TF66	GO:0070062
Q8TF66	GO:0062023
P07948	GO:0070062
P07948	GO:0005886
P07948	GO:0031234
P28907	GO:0070062
Q96PG1	GO:0005794
Q96PG1	GO:0005886
P42765	GO:0005759
P42765	GO:0005739
Q9BV10	GO:0005783
Q9BV10	GO:0005789
P07741	GO:0070062
Q92187	GO:0000139
Q9UHQ4	GO:0005789
Q9BQI0	GO:0005925
Q9BQI0	GO:0005884
Q9BQI0	GO:0070062
Q9BQI0	GO:0015629
P14859	GO:0090575
Q8TAP8	GO:0005813
Q8TAP8	GO:0005814
O95977	GO:0005887
O95977	GO:0005739
O95977	GO:0005886
Q96GD4	GO:0015630
Q96GD4	GO:0000776
Q8N4M1	GO:0005886
Q6P5S7	GO:0000139
Q6P5S7	GO:0005886
Q8NFM7	GO:0005794
Q8NFM7	GO:0000139
Q9HCN3	GO:0005887
Q9HCN3	GO:0070062
Q9HCN3	GO:0005886
O15374	GO:0005887
Q969F8	GO:0005887
Q969F8	GO:0005886
P14174	GO:0070062
P14174	GO:0005886
O95868	GO:0009897
O95868	GO:0005886
Q9NQ33	GO:0090575
Q9H8N7	GO:0016607
Q7L622	GO:0005794
Q8NE01	GO:0005886
Q8N945	GO:0005758
P21580	GO:0070062
P05177	GO:0005789
Q15382	GO:0070062
Q15382	GO:0014069
Q15382	GO:0005886
Q6P4F2	GO:0005759
Q6P4F2	GO:0005739
Q9UMY1	GO:0005694
Q9UMY1	GO:0005739
Q8IYY4	GO:0036064
Q9Y6N1	GO:0031305
Q9Y6N1	GO:0005739
P40337	GO:0005739
A0A0K0K1G6	GO:0005886
Q5JXA9	GO:0005886
Q9UJ41	GO:0031901
Q9UJ41	GO:0030139
Q9UJ41	GO:0005730
P49753	GO:0005759
P49753	GO:0005739
Q9NYW1	GO:0005886
P30044	GO:0005777
P30044	GO:0070062
P30044	GO:0005759
P30044	GO:0005739
Q13702	GO:0005813
Q13702	GO:0005886
Q6PCB6	GO:0005886
Q9C0H2	GO:0070062
Q9C0H2	GO:0005886
Q9NUV7	GO:0005789
Q86YJ5	GO:0005802
Q13356	GO:0071013
Q13356	GO:0005796
Q13356	GO:0005886
Q8IXL6	GO:0005794
Q8IXL6	GO:0030173
Q8IXL6	GO:0070062
Q7Z614	GO:0031901
P21796	GO:0005741
P21796	GO:0042645
P21796	GO:0070062
P21796	GO:0005886
P21796	GO:0005739
Q96MK3	GO:0005794
Q96MK3	GO:0070062
O76050	GO:0014069
O76050	GO:0005886
Q93077	GO:0070062
Q96NL6	GO:0005814
Q8NHJ6	GO:0070062
Q8NHJ6	GO:0005886
P41208	GO:0005813
P41208	GO:0005814
Q14213	GO:0009897
Q14213	GO:0005886
Q9GZT6	GO:0005739
P21728	GO:0005887
P32754	GO:0005789
P32754	GO:0000139
P32754	GO:0070062
Q99619	GO:0019005
Q92535	GO:0005789
Q8WTX9	GO:0005783
Q8WTX9	GO:0005789
Q8WTX9	GO:0070062
P78552	GO:0005886
Q8N9F7	GO:0005783
Q8N9F7	GO:0005789
Q96T66	GO:0005759
Q96T66	GO:0005739
Q24JQ0	GO:0005794
Q8N490	GO:0005739
P15880	GO:0005925
P15880	GO:0005730
P15880	GO:0022627
P15880	GO:0022626
P15880	GO:0070062
Q13425	GO:0005925
Q13425	GO:0005886
Q16718	GO:0005747
Q16718	GO:0005743
O95551	GO:0016605
P19404	GO:0005747
P19404	GO:0005743
P19404	GO:0005739
Q14257	GO:0005783
Q14257	GO:0005730
P25774	GO:1904724
P25774	GO:0043202
P25774	GO:0062023
P25774	GO:1904813
Q9H4X1	GO:0005813
Q96NB1	GO:0036064
Q96NB1	GO:0005813
Q9Y6Q5	GO:0000139
Q9Y6Q5	GO:0032588
Q7Z304	GO:0005783
Q96JA3	GO:0005802
Q8NCW6	GO:0005794
Q8NCW6	GO:0000139
Q9NZ20	GO:0055037
Q9NZ20	GO:0005814
P19235	GO:0009897
P19235	GO:0005887
P19235	GO:0016607
P19235	GO:0005886
Q9HA72	GO:0005887
Q9BQT8	GO:0005743
P42229	GO:0090575
Q70IA6	GO:0005730
O14610	GO:0005834
P78508	GO:0005887
P78508	GO:0005886
Q9UKI3	GO:0005783
Q9BYH8	GO:0016607
P46976	GO:1904813
O00506	GO:0070062
Q15654	GO:0001725
Q15654	GO:0005925
Q15654	GO:0005886
O60779	GO:0005886
P08311	GO:0010494
P08311	GO:0062023
P08311	GO:0035578
P08311	GO:0070062
P08311	GO:0005764
P08311	GO:0005886
P21854	GO:0005887
O75787	GO:0101003
O75787	GO:0000139
O75787	GO:0070821
O75787	GO:0009897
O75787	GO:0005789
O75787	GO:0070062
O75787	GO:0005764
O75787	GO:0005886
Q8WYA0	GO:0036064
Q8WYA0	GO:0005813
Q9Y328	GO:0005794
Q9BV79	GO:0005739
P63252	GO:0005887
P63252	GO:0008076
P12532	GO:0005743
P12532	GO:0005739
Q9NUU6	GO:0005635
Q9HCP0	GO:0005886
Q9BUN8	GO:0030176
Q9BUN8	GO:0005783
Q9BUN8	GO:0005789
P17342	GO:0005887
P17342	GO:0070062
Q8N1B4	GO:0055037
Q8N1B4	GO:0005794
Q8N1B4	GO:0032588
A0A0K2S4Q6	GO:0005886
Q86SQ9	GO:0005783
Q86SQ9	GO:0005789
Q9H0U4	GO:0005794
Q9H0U4	GO:0033116
Q9H0U4	GO:0005789
Q9H0U4	GO:0070062
P48741	GO:0070062
P48741	GO:0005886
P10747	GO:0009897
