Protein	Term
Q9H6K1	GO:0032720
Q9H6K1	GO:0016236
Q9UJW3	GO:0007283
Q9HBX9	GO:0007189
Q53HL2	GO:0000278
Q53HL2	GO:0000281
O75531	GO:0045071
Q8IU81	GO:0000122
O00522	GO:0016525
Q8N690	GO:0050829
Q8N690	GO:0050830
Q2M385	GO:0050830
Q15124	GO:0005975
Q13470	GO:0007169
Q13470	GO:0046777
Q14331	GO:0000398
Q9H9Q4	GO:0007417
Q14320	GO:0007283
P17542	GO:0031334
Q9HBW9	GO:0007189
O14757	GO:0006915
O14757	GO:0006260
Q99942	GO:0030433
Q99942	GO:0070534
P07478	GO:0030307
O15479	GO:0000122
Q695T7	GO:0035725
Q86TG1	GO:0046854
Q86TG1	GO:0072659
Q8NH89	GO:0007608
O95944	GO:0006968
P09936	GO:0016241
P09936	GO:0016579
Q06210	GO:0006487
Q8TDX7	GO:0018105
Q9Y672	GO:0006487
Q96BJ8	GO:0007015
P54709	GO:0071805
P54709	GO:0072659
P54709	GO:0050821
P54709	GO:0035725
O43312	GO:0007169
O43312	GO:0030036
A1A4S6	GO:0051056
P10632	GO:0006805
Q96NX5	GO:0018105
Q8NDQ6	GO:0017148
Q9H2B2	GO:0006906
Q8N488	GO:0043065
Q9H2J4	GO:0050821
Q9H2J4	GO:0061077
Q9H2J4	GO:0001938
Q9H2J4	GO:0045766
Q9H2J4	GO:0030036
Q9H2J4	GO:0001525
Q8WXW3	GO:0007080
Q6NZY7	GO:0007266
Q9UBW5	GO:0006911
Q9NQU5	GO:0006915
O15553	GO:0010508
O15553	GO:0032731
O15553	GO:0050728
O15553	GO:0006954
O15553	GO:0045087
P40939	GO:0006635
Q13185	GO:0000122
Q8NGA4	GO:0006954
Q8NGA4	GO:0007200
Q8NGA4	GO:0007204
P52198	GO:0007015
P52198	GO:0008360
Q9H061	GO:0032981
P25090	GO:0019722
P25090	GO:0007200
P25090	GO:0070374
P25090	GO:0050728
P25090	GO:0006954
P25090	GO:0007204
Q99705	GO:0007218
Q02156	GO:0006915
Q02156	GO:0018105
Q9P0N5	GO:0060271
Q99538	GO:0071277
Q6NXT2	GO:0030307
Q9P0P0	GO:0051865
Q3MII6	GO:0090630
Q8NBH2	GO:0007517
P01040	GO:0098609
Q96AJ9	GO:0006906
Q96AJ9	GO:0042147
Q12829	GO:0072659
Q8TCT6	GO:0050852
O14730	GO:0098586
O14521	GO:0042776
Q8IWF2	GO:0030433
Q96NA2	GO:0060271
P02686	GO:0000165
P63162	GO:0000398
O43914	GO:0006968
O43914	GO:0050821
Q494X3	GO:0000122
O00459	GO:0046854
P20719	GO:0043065
P20719	GO:0009952
Q6PHR2	GO:0090398
Q6PHR2	GO:0046777
Q6PHR2	GO:0018105
Q9Y664	GO:0042149
P09668	GO:0002250
P56748	GO:0070830
P19087	GO:0007601
Q8N1K5	GO:0050852
P49593	GO:0032880
P49593	GO:0006470
Q96KK3	GO:0071805
A1XBS5	GO:0060271
P58753	GO:0051092
P58753	GO:0031334
P58753	GO:0046330
P58753	GO:0032760
P58753	GO:0032757
P58753	GO:0032755
P58753	GO:0043123
P58753	GO:0070374
Q96PH1	GO:0006915
O43921	GO:0007411
P51679	GO:0019722
P51679	GO:0007204
Q96SB4	GO:0045071
Q96SB4	GO:0045087
Q9BZI1	GO:0000122
Q5JXB2	GO:0070534
P56746	GO:0070830
P98172	GO:0007411
P26368	GO:0000398
Q7Z434	GO:0032760
Q7Z434	GO:0051607
Q7Z434	GO:0043123
Q12952	GO:0007507
O14599	GO:0007283
Q0VD86	GO:0008285
O95832	GO:0070830
O15205	GO:0043123
O15205	GO:0043065
Q8NET5	GO:0006954
Q8NET5	GO:0050853
O95402	GO:0060261
O95402	GO:0006367
O95402	GO:0051123
O95402	GO:0032968
P62854	GO:0002181
Q15078	GO:0018105
Q15078	GO:0007420
Q15078	GO:0016241
Q15078	GO:0000079
Q15078	GO:0018107
P62750	GO:0002181
P29274	GO:0007189
P29274	GO:0006915
P29274	GO:0007417
P29274	GO:0006954
P29274	GO:0006968
Q14526	GO:0000122
Q9NPH9	GO:0051897
Q9NPH9	GO:0070374
P41595	GO:0007268
P41595	GO:0043406
P41595	GO:0007200
P41595	GO:0007187
P41595	GO:0043123
P41595	GO:0070374
P41595	GO:0001938
P83105	GO:0043065
P10809	GO:0043065
P10809	GO:0032755
P10809	GO:0042110
P10809	GO:0032729
P10809	GO:0050821
P10809	GO:0006919
Q9UN37	GO:0032880
Q9UN37	GO:0016236
Q9UN37	GO:0090148
Q9UN37	GO:0007080
O75586	GO:0060261
O75586	GO:0032968
O75586	GO:0051123
Q9NXF8	GO:0006612
Q86VW2	GO:0051056
Q86VW2	GO:0007411
P00736	GO:0006958
Q9BQ04	GO:0000398
Q9NS85	GO:0007420
O75920	GO:0007399
P41212	GO:0000122
Q9Y580	GO:0000381
Q14119	GO:0006968
Q15738	GO:0008203
Q15771	GO:0007030
Q9BST9	GO:0000281
Q9BST9	GO:0007266
P82933	GO:0032543
Q9GZX9	GO:0007179
Q9GZX9	GO:0010862
Q9H1V8	GO:0035725
Q15825	GO:0042391
Q676U5	GO:0016236
Q96CX3	GO:0007030
Q15485	GO:0050830
O14807	GO:0030036
Q96HS1	GO:0016236
P26651	GO:0071356
P26651	GO:0000165
P26651	GO:0071222
P26651	GO:0000122
P26651	GO:0009611
P17213	GO:0050829
P17213	GO:0032720
P0CG21	GO:0070936
O75462	GO:0043524
O75462	GO:0042531
P09486	GO:0016525
P09486	GO:0010595
P49591	GO:0000122
P28331	GO:0006120
P28331	GO:0032981
P28331	GO:0042776
P56747	GO:0070830
P24347	GO:0022617
Q96D42	GO:0006911
Q8NHV4	GO:0000278
P12277	GO:0021762
O75947	GO:0042776
Q15582	GO:0001525
Q8N4F7	GO:0030433
Q92529	GO:0007169
O95166	GO:0007268
O95166	GO:0000422
O95166	GO:0032436
Q684P5	GO:0002250
Q684P5	GO:0090630
Q8TD08	GO:0030336
Q8TD08	GO:0046777
Q9UIK4	GO:0046777
Q9UIK4	GO:0006915
Q9Y592	GO:0060271
P14384	GO:0016485
Q9BQL6	GO:0007160
Q66K89	GO:0000122
P62306	GO:0000398
P09693	GO:0050852
P09693	GO:0002250
Q9NS18	GO:0006915
Q9Y5E7	GO:0007268
Q9Y5E7	GO:0007399
Q00987	GO:0071456
Q00987	GO:0006915
Q00987	GO:0051865
Q00987	GO:0000122
Q00987	GO:0032436
Q9Y5K5	GO:0006275
Q9Y5K5	GO:0016579
O14595	GO:0006470
P16870	GO:0007218
P35611	GO:0030036
P35611	GO:0071277
Q92786	GO:0008285
Q92786	GO:0007420
Q92786	GO:0000122
Q92786	GO:0045071
Q92786	GO:0001938
P16410	GO:0050852
P16410	GO:0050853
Q9Y264	GO:0016525
Q9Y264	GO:0010595
Q9Y397	GO:0006612
Q99801	GO:0071356
Q99801	GO:0071456
Q99801	GO:0032880
Q99801	GO:0006919
Q99801	GO:0014068
P63165	GO:0032880
P63165	GO:0032436
P63165	GO:0031334
P63165	GO:0050821
O14678	GO:0006635
O00526	GO:0030855
Q5T160	GO:0032543
Q2M3D2	GO:0006887
Q13617	GO:0031146
Q13617	GO:0000082
P57105	GO:0098609
P57105	GO:0016525
P57105	GO:0007268
O95168	GO:0006120
O95168	GO:0032981
O95168	GO:0042776
P62906	GO:0002181
Q9NZC4	GO:0030855
O95971	GO:0016525
Q99445	GO:0008285
Q99445	GO:0006915
P63272	GO:0000122
O14613	GO:0007015
O14613	GO:0008360
O14613	GO:0007266
Q6TDP4	GO:0030036
Q9H344	GO:0007608
Q9Y5L2	GO:0071456
P40933	GO:0042102
P40933	GO:0042531
P60903	GO:0072659
Q9BSB4	GO:0008285
Q9BSB4	GO:0046777
Q9C035	GO:0010508
Q9C035	GO:0051092
Q9C035	GO:0051607
Q9C035	GO:0043123
Q9C035	GO:0070534
Q9C035	GO:0045087
P43358	GO:0000122
O14830	GO:0006470
P22083	GO:0005975
P14222	GO:0051607
P14222	GO:0006968
P14222	GO:0006915
Q96EB6	GO:0045786
Q96EB6	GO:0071356
Q96EB6	GO:0071456
Q96EB6	GO:0016575
Q96EB6	GO:0007179
Q96EB6	GO:0030308
Q96EB6	GO:0042149
Q96EB6	GO:0000122
Q96EB6	GO:0001938
Q96EB6	GO:0045766
Q96EB6	GO:0032088
O60765	GO:0007605
Q9UHG0	GO:0060271
Q9UHG0	GO:0007605
Q9UHG0	GO:0006968
Q58FF8	GO:0050821
P20226	GO:0060261
P20226	GO:0006367
P20226	GO:0006366
P43220	GO:0007189
Q9BX74	GO:0097190
Q9BSK2	GO:0030307
Q9UGJ1	GO:0000278
O60506	GO:0071346
O60506	GO:0001649
O60506	GO:0017148
P78424	GO:0007601
P78424	GO:0007417
P17024	GO:0000122
Q9BXN1	GO:0030512
P08651	GO:0006366
P08651	GO:0000122
P09564	GO:0007169
P09564	GO:0042110
O76064	GO:0070534
O76064	GO:0051865
O76064	GO:0070936
O95528	GO:0030512
P03372	GO:0000122
Q86XT2	GO:0090148
Q86XT2	GO:0006612
O00270	GO:0050728
O95257	GO:0043065
Q02809	GO:0008544
Q8NGY7	GO:0007268
Q8NGY7	GO:0007187
P29558	GO:0006260
Q9HD33	GO:0032543
Q8TD17	GO:0000122
Q15528	GO:0060261
Q15528	GO:0032968
Q15528	GO:0051123
O00217	GO:0006120
O00217	GO:0032981
O00217	GO:0042776
Q9BYJ4	GO:0010508
Q9BYJ4	GO:0051092
Q9BYJ4	GO:0043123
Q9BYJ4	GO:0045087
P34947	GO:0046777
P10415	GO:0006915
P10415	GO:0050853
P10415	GO:0043065
P10415	GO:0051607
P10415	GO:0030307
P10415	GO:0043524
Q8NER5	GO:0043065
Q8NER5	GO:0007399
P22001	GO:0071805
O75319	GO:0006470
Q9H190	GO:0007399
Q8TCF1	GO:0034599
Q96A61	GO:0051092
Q96A61	GO:0043123
Q96A61	GO:0051607
Q96A61	GO:0051865
Q6UWZ7	GO:0006282
Q9BVP2	GO:1902895
P03950	GO:0050830
P03950	GO:0061844
P03950	GO:0001938
P03950	GO:0001525
Q8N9R8	GO:0030336
Q96DH6	GO:0007417
Q13021	GO:0042632
Q9UBE8	GO:0007179
Q9UBE8	GO:0050821
P04181	GO:0007601
Q9HCS4	GO:0060070
Q16880	GO:0007417
P40763	GO:0007179
P40763	GO:0032760
P40763	GO:0032757
Q15223	GO:0098609
P21918	GO:0007268
Q9Y3C7	GO:0060261
Q9Y3C7	GO:0032968
Q9Y3C7	GO:0051123
Q15628	GO:0051092
Q15628	GO:0071356
Q15628	GO:0006915
Q15628	GO:0043123
Q15628	GO:1901224
Q15628	GO:0050729
O75828	GO:0006805
Q9NQP4	GO:0050821
O14862	GO:0051092
O14862	GO:0032731
O14862	GO:0051607
O14862	GO:0050729
O14862	GO:0032088
P21579	GO:0007268
P21579	GO:0071277
Q13868	GO:0006364
Q13868	GO:0030307
P49763	GO:0045766
P49763	GO:0001938
P31358	GO:0007204
Q00597	GO:0034599
P0DP08	GO:0050853
P0DP08	GO:0006958
P0DP08	GO:0006911
P0DP08	GO:0050871
P0DP08	GO:0006910
P0DP08	GO:0045087
P62277	GO:0002181
Q7Z6W7	GO:0061077
P33947	GO:0006888
P33947	GO:0006890
Q96QF0	GO:0006887
Q96QF0	GO:0006612
A8MVZ5	GO:0050852
Q5T4F7	GO:0006915
Q5T4F7	GO:0008285
Q5T4F7	GO:0007601
Q5T4F7	GO:0090090
Q5T4F7	GO:0060070
O60248	GO:0008584
Q9Y399	GO:0032543
Q99527	GO:0007189
Q99527	GO:0070374
Q99527	GO:0050728
Q99527	GO:0014068
Q15389	GO:0031398
Q15389	GO:0070374
P53672	GO:0007601
H3BQL2	GO:0007030
O95965	GO:0007160
O95965	GO:0007229
P20339	GO:0006897
Q9HAT1	GO:0006888
Q96G21	GO:0006364
P00441	GO:0043065
Q19T08	GO:0016525
Q16698	GO:0006635
P13164	GO:0008285
P13164	GO:0030336
P13164	GO:0051607
P13164	GO:0045071
O43556	GO:0007160
O43556	GO:0007517
P17987	GO:0050821
Q15011	GO:0030433
Q9UNP9	GO:0000398
P31391	GO:0007218
Q16625	GO:0070830
Q16566	GO:0046777
Q16566	GO:0018105
Q9Y3B4	GO:0000398
Q49AA0	GO:0000122
Q96DU3	GO:0032729
P08842	GO:0008544
O60645	GO:0006887
O60645	GO:0090148
P57789	GO:0071805
Q2I0M4	GO:0071805
Q8NBI3	GO:0090090
Q8NBI3	GO:0007411
Q8TED1	GO:0034599
O00421	GO:0019722
O00421	GO:0007204
Q9UGP5	GO:0000724
Q9UGP5	GO:0006260
Q96SQ9	GO:0006805
P26367	GO:0007601
P26367	GO:0009611
P49418	GO:0006897
P49418	GO:0007268
P23942	GO:0007601
Q9UBU2	GO:0090090
Q9UBU2	GO:0090263
O43639	GO:0008285
O43639	GO:0042102
Q5UAW9	GO:0007189
Q13889	GO:0006366
Q00577	GO:0000122
Q86XK3	GO:0000724
Q9UGJ0	GO:0006469
Q9UGJ0	GO:0042149
Q68J44	GO:0006470
O00161	GO:0006887
O00161	GO:0006906
Q9H2S6	GO:0016525
Q86XJ1	GO:0030036
P02749	GO:0016525
P54922	GO:0090630
Q9Y6B6	GO:0006888
P29083	GO:0006367
P29083	GO:0006366
Q9UBK5	GO:0014068
Q9ULP0	GO:0007420
Q00403	GO:0006367
Q00403	GO:0006366
L0R819	GO:0050821
P49419	GO:0007605
Q9UER7	GO:0006334
Q9NQX0	GO:0000122
Q14533	GO:0045109
Q96T54	GO:0071805
P46663	GO:0007204
Q6NXR4	GO:0050821
Q8NHW5	GO:0002181
P49639	GO:0007605
P28482	GO:0018105
Q99640	GO:0000278
Q99640	GO:0000079
Q99640	GO:0000086
Q96EZ8	GO:0006275
Q9Y4X4	GO:0000122
O76014	GO:0030855
O76014	GO:0045109
Q8WV41	GO:0006897
Q8WV41	GO:0000281
Q96BI3	GO:0016485
Q05823	GO:0045071
Q96PH6	GO:0050830
Q96PH6	GO:0007160
Q96PH6	GO:0007283
Q96PH6	GO:0050829
Q96PH6	GO:0061844
Q96PH6	GO:0045087
Q9NVR7	GO:0008360
Q3KRB8	GO:0051056
Q9HC16	GO:0045071
Q9HC16	GO:0051607
Q9HC16	GO:0045087
O00124	GO:0030433
Q96CF2	GO:0036258
Q96CF2	GO:0016236
Q96CF2	GO:0090148
Q96CF2	GO:0007080
Q15041	GO:0043154
P62140	GO:0000165
P54619	GO:0007283
P01011	GO:0006954
Q9Y263	GO:0016236
Q9Y263	GO:0071222
Q9UNK4	GO:0006954
Q2TBC4	GO:0007507
Q2TBC4	GO:0030036
P02788	GO:0051092
P02788	GO:0043123
P02788	GO:0045071
P02788	GO:0061844
Q9BXI6	GO:0042147
Q9BXI6	GO:0090630
Q92575	GO:0030433
O00571	GO:0030307
O00571	GO:0090263
O00571	GO:0098586
O00571	GO:1901224
O00571	GO:0030308
O00571	GO:0045087
Q9Y5A7	GO:0032436
Q16623	GO:0006887
Q16623	GO:0006906
Q14353	GO:0006936
P59666	GO:0061844
P59666	GO:0050830
Q96NA8	GO:0006906
P60660	GO:0006936
Q13596	GO:0042147
Q02962	GO:0043154
Q02962	GO:0007601
Q92925	GO:2000045
Q14CW9	GO:0006282
Q14CW9	GO:0043966
Q13454	GO:0006487
Q9UI12	GO:0006897
Q9UI12	GO:0016241
Q9UI12	GO:1902600
P30307	GO:0000079
Q5XLA6	GO:0071222
Q8IUB5	GO:0045087
Q92556	GO:0006911
Q92556	GO:0006915
Q92556	GO:0030036
Q9UDV7	GO:0000122
P0C263	GO:0000165
Q9NY57	GO:0018105
Q9NQC1	GO:0006275
P01920	GO:0050852
P34982	GO:0007608
Q8ND25	GO:0070936
Q8N8N0	GO:0070534
Q8N8N0	GO:0006915
Q8N8N0	GO:0070936
Q9Y2X3	GO:0006364
P08579	GO:0000398
Q9Y2G4	GO:0046330
Q9Y2G4	GO:0090090
Q96T88	GO:0051865
Q96T88	GO:0000122
Q13319	GO:0007411
Q13319	GO:0000079
Q13319	GO:0007420
Q9H0I3	GO:0060271
P14316	GO:0000122
Q4G148	GO:0016266
P56177	GO:0000122
Q00444	GO:0009952
Q53TN4	GO:0006879
Q15024	GO:0006364
O75509	GO:0071356
O75509	GO:0002250
O75509	GO:0006915
Q9NQ75	GO:0007169
Q9NQ75	GO:0051897
Q53GD3	GO:0030307
P78334	GO:0007268
P78334	GO:0042391
Q7Z418	GO:0071805
P40426	GO:0007420
Q02575	GO:0007417
P55084	GO:0006635
P63172	GO:0007018
Q9H1Z8	GO:0007417
O43920	GO:0006120
O43920	GO:0032981
O43920	GO:0042776
Q96S99	GO:0010508
Q96S99	GO:0072659
O75886	GO:0090148
O75886	GO:0016236
O75886	GO:0036258
Q96SL4	GO:0034599
O75030	GO:0030336
O75030	GO:0000122
P08473	GO:0016485
O14641	GO:0060070
P55061	GO:0032091
Q2T9J0	GO:0016485
Q6ZMJ4	GO:0043406
P22492	GO:0007283
O95936	GO:0007420
Q14694	GO:0016579
Q6A555	GO:0007283
O60911	GO:0022617
Q9NVC6	GO:0060261
Q9NVC6	GO:0006367
Q9NVC6	GO:0051123
Q9NVC6	GO:0032968
P10589	GO:0000122
Q13795	GO:0042147
P09038	GO:0051897
P09038	GO:1902895
P09038	GO:0043406
P09038	GO:0010595
P09038	GO:0070374
P09038	GO:0001938
P09038	GO:0014068
P09038	GO:0045766
P09038	GO:0007399
O95183	GO:0007517
P22888	GO:0007189
P22888	GO:0007200
P22888	GO:0007187
O60285	GO:0042149
Q14894	GO:0007605
Q14894	GO:0000122
O14842	GO:0007204
O15165	GO:0030336
Q9BRX9	GO:0000398
P11473	GO:0008285
P11473	GO:0000122
P40225	GO:0051897
P40225	GO:0070374
O75144	GO:0050852
Q9NQ30	GO:0001525
O00425	GO:0007399
Q96MW5	GO:0007030
Q9Y3E0	GO:0043123
Q9BWF2	GO:0006915
P43694	GO:0008584
P43694	GO:0000122
Q8WXX5	GO:0006334
Q8NFP0	GO:0043065
P40425	GO:0007420
Q5VV17	GO:0016579
Q9UK39	GO:0006366
A2A368	GO:0000122
Q969V4	GO:0060271
Q9UQV4	GO:0043154
Q8IUI8	GO:0030308
Q8TAD8	GO:0000398
P53674	GO:0007601
P49768	GO:0098609
P49768	GO:0016485
P49768	GO:0032760
P49768	GO:0000122
Q8NGG2	GO:0007268
Q8NGG2	GO:0007187
P31942	GO:0030855
P31942	GO:0000398
P52907	GO:0030036
P15531	GO:0008285
P42680	GO:0002250
P42680	GO:0007229
P42680	GO:0050853
Q8NGL4	GO:0007608
Q9Y4A8	GO:0006366
Q8NEU8	GO:0007179
Q8NEU8	GO:2000045
P31947	GO:0006469
P31947	GO:0043154
P28221	GO:0007187
Q9NZV8	GO:0071805
Q9NZV8	GO:0007268
P35414	GO:0007507
P35414	GO:0045766
Q9Y6Q6	GO:0051092
Q9Y6Q6	GO:0002250
Q9UBC7	GO:0050829
Q9UBC7	GO:0061844
Q495M3	GO:1902600
Q13838	GO:0000398
P67775	GO:0006470
P67775	GO:0006915
P67775	GO:0006275
P67775	GO:0030308
A6NFD8	GO:0009952
Q5I7T1	GO:0006487
Q8N6L1	GO:0006487
Q71DI3	GO:0006334
P47897	GO:0006469
Q8IVP5	GO:0000422
P13349	GO:0007517
Q9C0D3	GO:0032436
P21583	GO:0008584
P18428	GO:0050830
P18428	GO:0032720
P18428	GO:0071222
P18428	GO:0032760
P18428	GO:0032757
P18428	GO:0032755
P18428	GO:0045087
P60033	GO:0072659
Q96EY5	GO:0016236
Q96EY5	GO:0036258
Q30201	GO:0006879
P54851	GO:0007160
Q7Z7H8	GO:0032543
Q9H0C8	GO:0006470
P04406	GO:0016241
P04406	GO:0043123
P04406	GO:0061844
P04406	GO:0071346
P04406	GO:0017148
O15342	GO:0016241
O15342	GO:1902600
P04070	GO:0050728
O95721	GO:0060271
O95721	GO:0006887
O95721	GO:0006906
Q8WUX9	GO:0090148
Q8WUX9	GO:0036258
P40259	GO:0050853
Q9Y5X3	GO:0016241
Q9Y5X3	GO:0042147
O75503	GO:0042147
P50749	GO:0046330
P50749	GO:0043065
P50749	GO:0050821
P68133	GO:0006936
A0A0B4J1V1	GO:0050853
A0A0B4J1V1	GO:0006958
A0A0B4J1V1	GO:0050871
A0A0B4J1V1	GO:0006910
A0A0B4J1V1	GO:0045087
P28347	GO:1902895
Q5XKR4	GO:0000122
Q99766	GO:1902600
Q8IWT1	GO:0035725
O43278	GO:0008544
P62847	GO:0002181
P62847	GO:0006364
P49354	GO:0007179
P0DMC3	GO:0045766
Q9Y2B4	GO:0030308
P48436	GO:0006334
P48436	GO:0008584
P48436	GO:0000122
P48436	GO:0071347
Q9H9V4	GO:0043065
Q9H9V4	GO:0051865
Q8IWA5	GO:0043123
O95171	GO:0008544
O95171	GO:0090263
Q14469	GO:0000122
Q92982	GO:0045766
Q92982	GO:0007399
O95157	GO:0007218
Q9C0D0	GO:0030036
Q15185	GO:0050821
O95352	GO:0051607
O95352	GO:0000422
O95352	GO:0016236
P0DKB5	GO:0090090
O43612	GO:0007268
Q8N5M9	GO:0006887
A0A0C4DH41	GO:0050853
A0A0C4DH41	GO:0050871
A0A0C4DH41	GO:0006910
A0A0C4DH41	GO:0045087
P01116	GO:0000165
P56385	GO:0042776
Q96FN5	GO:0007018
P62316	GO:0000398
Q03135	GO:0051092
Q03135	GO:0031398
Q03135	GO:0097190
Q03135	GO:0033138
Q03135	GO:0090263
Q03135	GO:0030512
O00295	GO:0007601
Q9BYM8	GO:0051092
Q9BYM8	GO:0043123
Q9Y4Z2	GO:0007399
Q9Y4Z2	GO:0000122
Q9Y4Z2	GO:0007417
Q6IN97	GO:0070830
Q9P0M6	GO:0000122
P50150	GO:0030308
Q16594	GO:0060261
Q16594	GO:0043966
Q16594	GO:0050821
Q16594	GO:0006282
Q9BYD3	GO:0032543
P55287	GO:0030336
O95628	GO:0051865
Q96B01	GO:0000724
Q9H8Y5	GO:0030433
Q9Y484	GO:0000422
Q9P2W7	GO:0005975
Q8NBZ0	GO:0006275
Q99747	GO:0050821
Q2TAA5	GO:0006487
P30203	GO:0042102
O75446	GO:0030336
O75446	GO:0000122
O75446	GO:0030512
P51553	GO:0005975
Q9Y2T6	GO:0070374
P09603	GO:0007169
Q96CV9	GO:0010508
Q96CV9	GO:0050829
Q96CV9	GO:0007030
Q6UX40	GO:0060271
A0PJZ3	GO:0016266
Q99259	GO:0007268
Q96SQ7	GO:0060395
Q96SQ7	GO:1902895
Q96SQ7	GO:0010595
Q13976	GO:0030036
P00558	GO:0030855
P00558	GO:0071456
Q9GZU8	GO:0032091
P02655	GO:0042632
Q9UL25	GO:0050821
Q96AT9	GO:0005975
Q15759	GO:0071347
Q96K49	GO:0042147
Q96RB7	GO:0007608
P34969	GO:0007268
P34969	GO:0007187
P11802	GO:0000082
Q9BQ51	GO:0042102
O96004	GO:0007507
O96004	GO:0000122
Q9HBH5	GO:0001649
P46108	GO:0030036
P46108	GO:0008360
Q14254	GO:0051092
Q14254	GO:0050821
Q6J9G0	GO:0007169
Q6J9G0	GO:0045087
Q9NQ25	GO:0042110
Q9HB89	GO:0007218
Q9HB89	GO:0007200
Q9HB89	GO:0019722
Q96DU7	GO:0046854
Q96DU7	GO:0071277
Q16589	GO:0000079
Q9H521	GO:0018107
O00148	GO:0000398
Q8TEC5	GO:0046330
Q8TEC5	GO:0051865
Q8TEC5	GO:0032436
Q9NQ86	GO:0000281
P62304	GO:0000398
P55055	GO:0000122
Q8NA54	GO:0060271
Q8WWZ1	GO:0006954
P28288	GO:0006635
Q9GZN2	GO:0000122
Q9H1J7	GO:0060070
Q6UXB2	GO:0050728
Q96HC4	GO:0007507
Q96HC4	GO:0030036
P51151	GO:0042147
Q99767	GO:0007268
P22736	GO:0001938
Q96JJ3	GO:0007015
P61981	GO:0006469
P13646	GO:0030855
P13646	GO:0045109
P32302	GO:0019722
P32302	GO:0007204
Q96PB1	GO:0005975
P51671	GO:0071356
P51671	GO:0070098
P51671	GO:0001938
P51671	GO:0071346
P51671	GO:0070374
P51671	GO:0008360
P51671	GO:0006954
P51671	GO:0071347
Q8WUQ7	GO:0071356
Q8WUQ7	GO:0032720
Q8WUQ7	GO:0000398
Q8WUQ7	GO:0071347
Q8WUQ7	GO:0032088
Q07001	GO:0007268
Q07001	GO:0006936
Q07001	GO:0042391
Q15417	GO:0030855
Q6TFL4	GO:0045109
P49913	GO:0050829
P49913	GO:0061844
P49913	GO:0050830
Q13405	GO:0032543
P02679	GO:0007160
P02679	GO:0009306
Q16864	GO:1902600
O43561	GO:0006954
O43561	GO:0007229
O43561	GO:0042110
O43561	GO:0019722
Q13554	GO:0046777
Q13554	GO:0018105
Q8NEX6	GO:0045087
Q9P2J9	GO:0006470
P30990	GO:0051092
P30990	GO:0007218
Q8TCV5	GO:0045087
Q16695	GO:0006334
Q99988	GO:0007179
Q99988	GO:0010862
P61088	GO:0051092
P61088	GO:0050852
P61088	GO:0000724
P61088	GO:0043123
P61088	GO:0070534
P61088	GO:0006282
Q8NCB2	GO:0018105
Q8WYK2	GO:0000122
P11169	GO:0005975
P29966	GO:0007015
P29966	GO:0007417
P40938	GO:0006260
P14652	GO:0007399
Q13247	GO:0000381
Q13247	GO:0000398
Q8N511	GO:0006879
Q96ES7	GO:0006282
Q96ES7	GO:0043966
Q7Z6K5	GO:0030336
Q9UK85	GO:0090090
P21283	GO:0016241
Q8NHX9	GO:0035725
P56750	GO:0070830
O60894	GO:0007189
O60894	GO:0001525
Q8N3F0	GO:0046330
Q8N3F0	GO:0070374
Q8N3F0	GO:0032088
A0A0B4J2F2	GO:0042149
Q16696	GO:0006805
Q9H492	GO:0016236
Q9H492	GO:0000422
O75436	GO:0016241
O75436	GO:0042147
Q56P03	GO:0032968
Q96RU7	GO:0000122
P57730	GO:0006954
P57730	GO:0032091
Q9UHV5	GO:0007399
P04233	GO:0030336
P04233	GO:0032755
P04233	GO:0043123
P04233	GO:0070374
O00560	GO:0007268
O00560	GO:0046330
O00560	GO:0000122
O00560	GO:0030307
O00560	GO:0010862
O00560	GO:0030036
O00560	GO:0006612
Q9NQG7	GO:0050821
Q8IUQ4	GO:0006915
Q8IUQ4	GO:0043065
Q8IUQ4	GO:0007411
Q8IUQ4	GO:0060070
P47869	GO:0007268
P47869	GO:0042391
P45973	GO:0000122
O75529	GO:0006282
O75529	GO:0006366
O75529	GO:0043966
Q15287	GO:0000381
Q15287	GO:0043065
Q15287	GO:0000398
P55000	GO:0008285
P55000	GO:0030336
Q49AN0	GO:0000122
A6NMB1	GO:0032755
Q9UKV5	GO:0051865
Q9UKV5	GO:0070936
Q9UKV5	GO:0030433
Q9UKV5	GO:0090090
Q9BSQ5	GO:0007229
P08620	GO:0070374
Q92581	GO:0071805
Q9NZ42	GO:0016485
Q09028	GO:0006334
Q09028	GO:0030336
Q09028	GO:0016575
Q09028	GO:0007420
Q09028	GO:0030512
P11387	GO:0018105
P11387	GO:0006260
Q92664	GO:0042273
P52951	GO:0007399
Q96G91	GO:0007200
Q96G91	GO:0019722
Q8TC36	GO:0007283
O75365	GO:1901224
P10588	GO:0000122
Q9NV31	GO:0006364
Q13515	GO:0045109
P01574	GO:0051607
P01574	GO:0098586
P01574	GO:0045071
P01574	GO:0002250
P17936	GO:0043065
P52803	GO:0007411
P52803	GO:0006915
P52803	GO:0007399
Q9Y371	GO:0010508
Q9Y371	GO:0031334
Q9Y371	GO:0042149
Q9Y371	GO:0016241
Q9Y371	GO:0090148
Q86VN1	GO:0090148
Q86VN1	GO:0036258
P17813	GO:0051897
P17813	GO:0030336
P17813	GO:0030509
P17813	GO:0010862
Q0ZGT2	GO:0007411
Q01524	GO:0061844
Q01524	GO:0071222
Q01524	GO:0050830
Q6PJ69	GO:0010508
